"X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
17118,0,0.045012088,58,0,635,NA,11,0,1,0,0
145399,0,0.070875456,51,0,0.323901882,8764,17,0,2,0,4
49331,0,0.186806717,69,2,236,NA,7,0,0,0,0
60550,0,0.9999999,31,0,0,564,1,0,0,0,0
48568,0,0.857899071,53,1,0.246062708,6920,8,0,1,0,1
130840,0,0.992007105,45,0,0.039995429,8750,6,0,1,0,1
111378,0,0.079113535,51,0,0.581449008,2166,22,0,1,0,0
55387,0,0.003605951,53,1,0.613950884,12500,6,0,3,0,0
112472,0,0.095939464,59,0,0.092646079,4500,6,0,0,0,0
137631,0,0.019161476,51,0,0.587655074,9833,6,0,3,0,0
116217,0,0.073379082,50,0,0.463487009,13816,17,0,3,0,1
34673,0,0.055467124,73,0,0.283087127,3316,12,0,0,0,0
88929,0,0.032362165,68,0,1.271891244,2500,7,0,2,0,0
93733,0,0,35,0,4810,NA,5,0,2,0,0
107067,0,0.034920835,76,0,0.033655448,3000,4,0,0,0,1
117519,0,0.008402594,55,0,0.36148382,3800,25,0,2,0,0
92469,0,0.9999999,34,2,1771,NA,2,0,0,0,0
3310,0,0.120582445,89,1,0.402832743,4800,8,0,1,1,0
123468,0,0.74546795,63,0,0.735301119,4200,34,0,2,0,0
147505,0,0.421080258,49,0,0.275729224,5450,18,0,1,0,3
72599,0,0.001839269,68,0,0.003428327,4666,6,0,1,0,0
54723,0,0.338357963,64,0,1050,NA,7,0,0,0,1
29115,0,0.03267642,58,0,2332,NA,5,0,3,0,0
42820,0,0.00465228,60,0,0.00591466,2366,10,0,0,0,1
9481,0,0.046661393,71,0,0.137902897,2450,14,0,1,0,0
84644,0,0.054011371,62,0,0.23923356,10750,11,0,1,0,0
116672,0,0.101735593,62,0,0.047828713,62911,21,0,1,0,2
130359,0,0.56513199,38,0,0.414678482,4400,6,0,0,0,0
121972,0,0.029757915,59,0,0.014514568,9300,3,0,1,0,4
136374,0,0.064535011,80,0,1135,NA,6,0,1,0,NA
141177,0,0.716877366,28,0,0.18547913,3401,3,0,0,0,0
45476,0,0.072032571,72,0,0.093390401,14251,8,0,1,0,0
137123,0,0.168667106,52,0,0.257189811,3650,10,0,0,0,2
36287,0,0.256049961,64,0,0.067644119,3000,13,0,0,1,0
53376,0,0.105782837,79,0,820,NA,6,0,0,0,1
79385,0,0.139794408,64,0,123,NA,3,0,0,0,0
16700,0,0.086880973,28,0,0.124384641,3046,8,0,0,0,0
136184,0,0.08191257,63,0,0.397891534,9200,18,0,2,0,2
41153,0,0.9999999,41,1,0.040734824,5007,2,0,0,0,0
92053,0,0.476021013,47,1,0.235823337,3667,4,0,1,0,0
86957,0,0.669296732,65,0,6942,NA,13,0,4,0,0
45849,0,0.9999999,30,0,0.408197268,3000,5,0,0,2,0
42281,0,0.357975415,53,0,0.511407808,5916,7,0,2,0,0
60752,0,0.356235157,34,0,0.170365927,5000,8,0,0,0,0
27502,0,0.017153041,77,0,2794,NA,11,0,2,0,0
136628,0,0.000475402,36,0,3737,NA,16,0,1,0,0
129408,0,0.434610604,60,0,0.488458215,8100,25,0,2,0,1
79068,0,0.566750249,60,2,3263,NA,14,2,2,0,0
23388,0,0.03635695,62,0,0.257707905,18000,12,0,2,0,0
124248,0,0.116606668,64,0,0.016691024,13000,10,0,0,0,0
109087,0,0,51,0,1581,NA,4,0,1,0,1
125250,0,0.007549943,55,0,0.1886487,10500,13,0,1,0,0
37548,0,0.9999999,26,0,458,NA,2,0,0,0,0
121265,0,0.887449093,31,1,0.235010338,1450,7,0,0,6,0
115413,0,0.47680153,69,0,5.863701578,696,16,0,2,0,0
142348,0,0.012868049,55,0,0.515496901,5000,26,0,2,0,2
9873,0,0.24352879,73,0,0.154827208,14583,16,0,1,0,0
127092,0,0.009277262,33,0,0.440275539,6822,10,0,1,0,1
120288,0,0.9999999,67,0,1.499092559,550,3,0,1,1,0
96879,0,0.027191536,46,0,0.253044901,5500,7,0,1,0,0
26207,0,0.676043194,50,0,0.588773789,4150,11,0,1,0,0
125640,0,0,26,0,0.224882874,1920,3,1,0,0,2
20841,0,0.635336109,71,0,1.338316286,1270,6,0,1,0,0
1854,0,0.263407239,60,0,2300,NA,21,0,1,0,0
113631,0,0.942588053,60,0,338,NA,14,0,0,0,NA
69688,0,0.017095145,39,1,0.45648876,7250,8,0,2,0,3
64966,0,0.196090822,58,1,0.184372256,3416,10,0,0,0,1
143087,0,0.124002744,71,3,0.041996,10500,11,0,0,0,0
94951,0,0.06022187,54,0,0.354202544,18000,12,0,4,0,1
94510,0,0.034775846,66,0,0.678611422,6250,9,0,3,0,0
51107,0,0.200304902,51,1,0.382897256,4700,7,0,1,0,0
48899,0,0.061181399,54,0,4401,NA,11,0,2,0,2
76852,0,0.43320985,44,0,1114,NA,7,0,0,0,0
109875,0,0.039553753,33,0,0.235824899,8200,12,0,1,0,4
3696,0,0.139432491,65,0,371,0,8,0,0,0,0
65887,0,0.048700485,74,0,3437,NA,3,0,1,0,0
42619,0,0.051466205,59,0,0.315860505,18523,12,0,1,0,1
96628,0,0.018575041,85,0,1258,NA,4,0,0,0,0
61672,0,0.051582259,47,1,0.223287285,10640,11,0,1,0,2
14586,0,0.128413135,46,0,0.489364023,9166,10,0,1,0,0
129369,0,0.039050165,51,0,0.596850787,4000,17,0,2,0,2
114107,0,0.615492341,43,0,0.455636091,4000,8,0,2,0,1
23798,0,0.040908595,59,0,0.294341132,5000,14,0,1,0,0
32604,0,0.030145416,82,0,0.231323132,1110,8,0,0,0,0
88156,0,0.798378912,45,0,0.678045993,7000,11,0,1,0,2
29002,0,0.01459854,75,0,4,NA,2,0,0,0,0
126762,0,0,53,1,1773,NA,6,2,1,1,0
1822,0,0.284029179,42,0,1623,NA,10,0,1,0,0
143359,0,0.241255286,30,1,0.405327574,4166,5,0,1,0,0
77126,0,0.026408491,68,0,0.171597633,4900,7,0,1,0,0
59024,0,0.519476043,26,1,0.168732507,2500,3,0,0,0,0
116958,0,0.48514179,50,0,0.449306046,4250,8,0,0,0,0
15173,0,0.09284089,50,0,1.438561439,1000,20,0,1,0,3
70084,0,0.181032759,49,0,0.356815386,8942,8,0,2,0,0
37977,0,0.06340248,41,0,0.333333333,8000,8,0,1,0,0
137568,0,0.015985244,52,0,0.162806199,6000,6,0,1,0,2
52616,0,0.814342174,37,0,0.4342554,2638,6,0,1,0,0
101035,0,0.038907421,36,0,0.148628564,7400,12,0,0,0,3
35695,0,0.040100868,68,0,0.19658427,11124,8,0,2,0,1
28381,0,0.519827826,40,0,0.406066275,7483,8,0,2,0,1
105328,0,0.014999658,43,0,0.101954463,19851,9,0,2,0,2
112894,0,0.005232787,74,0,0.000833194,6000,8,0,0,0,0
64018,0,0.173330252,57,0,1643,NA,9,0,2,0,1
3461,0,0.315455721,72,0,0.580209895,2000,8,0,1,0,0
97861,0,0.036841595,72,0,0.019745064,4000,6,0,0,0,0
129752,0,0.080897058,36,0,0.361460385,6600,8,0,2,0,2
27518,0,0.041797214,73,0,0.267676046,7000,7,0,2,0,1
66367,0,0.187895147,43,1,0.453773456,7300,9,0,1,0,2
94619,0,0.01056656,27,0,0.592720971,7500,11,0,1,0,0
135192,0,0.0723048,53,0,0.141746468,10546,3,0,1,0,1
28908,0,0.311646014,62,0,0.284895347,7500,10,0,1,0,0
12180,0,0.136183867,66,0,0.017141009,3091,4,0,0,0,0
103975,0,0.528300818,53,0,0.786496891,3376,20,0,1,0,0
65183,0,0.465992544,49,0,0.771803719,10433,12,0,1,0,0
103895,0,0.092260516,66,0,0.064205669,7584,3,0,0,0,0
69032,0,0,50,1,0.619978284,2762,5,2,1,0,1
134803,0,0.38757449,44,0,0.230848802,17400,7,0,2,0,4
25874,0,0.021427347,41,0,3.351324338,2000,8,0,1,0,2
79548,0,0.303669418,52,1,0.747412629,6666,19,0,2,0,4
25103,0,0.9999999,54,0,0.805970149,1875,4,0,1,0,1
46951,0,0.52232239,61,0,0.607622618,3200,6,0,2,0,0
32789,0,1.062744771,48,0,0.173706441,41667,11,0,2,0,2
108900,0,0.006835617,75,1,0.624187906,2000,9,0,1,0,0
119935,0,0.111521037,58,0,0.089233347,7160,13,0,2,0,0
146717,0,0.284095328,50,0,0.273005509,4900,7,0,2,0,1
131726,0,0,82,0,475,NA,3,0,1,0,0
128607,0,0,31,0,0.012947888,15600,5,0,0,0,0
145717,0,0.03211302,51,0,0.144365104,6441,6,0,1,0,0
20047,0,0.193585003,53,0,0.390229967,7000,22,0,1,0,2
24649,0,0.508953072,62,0,0.365647365,3073,8,0,1,0,1
93108,0,0.00971254,82,0,0.362488159,3166,7,0,1,0,0
114542,0,0.784009191,53,0,0.289615456,5382,8,0,1,0,0
71779,0,0.150726278,63,0,0.349860056,2500,5,0,1,0,1
80136,0,0.000573239,54,0,0.000378215,2643,6,0,0,0,0
47697,0,0.078592141,48,0,0.209940017,3500,3,0,0,0,2
1975,0,0.152989801,65,0,704,NA,4,0,1,0,0
100901,0,0.015485355,89,1,0.002767017,1806,1,0,0,0,0
68154,0,0.104243104,64,0,0.622738002,5083,6,0,2,0,1
3912,0,0.016029075,65,0,0.348258706,2411,11,0,0,0,0
58913,0,0.03023245,62,0,0.109512995,7925,5,0,1,0,0
17857,0,0.9999999,28,0,0.146953405,5300,4,0,0,0,0
101416,0,0.700880403,47,0,0.484765491,2920,4,0,1,0,0
133873,0,0.363413055,40,0,0.148829811,4400,3,0,0,0,2
130758,0,0.251441135,49,0,0.282137456,5950,12,0,1,0,1
145688,0,0.01639918,44,0,0.143723391,7750,3,0,1,0,0
39103,0,0.007685755,47,0,0.107181824,15580,14,0,2,0,4
13911,0,0.131714731,55,0,0.154567272,13333,6,0,1,0,2
25756,0,0.043452687,49,0,2814,0,11,0,1,0,1
74773,0,0.598267821,40,0,0.064497385,3441,6,0,0,0,0
110157,0,0.034965448,29,0,1130,NA,8,0,1,0,0
114402,0,0.391721656,41,0,0.199046301,6500,3,0,1,0,1
96542,0,0.029593962,64,0,2460,NA,14,0,2,0,1
92342,0,0.000786764,67,0,0.251048834,11917,9,0,4,0,0
103991,0,0.519140176,47,2,0.656165495,29583,26,0,13,0,2
52732,0,0.026918923,37,0,1.017535764,4333,15,0,2,0,0
89108,0,0.035105277,62,0,0.044651783,3000,6,0,0,0,2
113946,0,0.813457695,26,0,0.109722569,4000,4,0,0,0,0
46987,0,0.171835939,40,0,0.817151411,4675,6,0,2,0,0
1167,0,0.823059361,71,1,2061,NA,6,1,0,1,0
110468,0,0.74321636,74,0,0.40191238,16000,9,0,2,0,0
146420,0,0,54,0,0.156987424,7076,5,0,1,0,0
33213,0,0.480807486,66,0,2712,0,15,0,1,0,0
34222,0,0.000624984,64,0,0,4100,1,0,0,0,0
149858,0,0,63,0,0,6400,4,0,0,0,1
149236,0,0.346738061,29,1,0.411078717,2400,7,0,0,0,0
57944,0,0.001749563,48,0,0.055764356,11440,4,0,0,0,2
24032,0,0.048331096,51,0,30,NA,2,0,0,0,0
71878,0,0.825134846,60,0,0.392076115,14083,14,0,3,0,0
86179,0,0.062416066,61,0,0.179295334,7350,5,0,1,0,0
62577,0,0.085045594,44,1,0.836721093,3000,14,1,1,0,2
148051,0,0.785120734,37,0,4376,NA,12,0,1,0,NA
46183,0,0.709184918,55,0,2982,NA,10,0,2,0,0
126921,0,0.403603965,66,0,0.506141103,3500,15,0,0,0,0
62736,0,0.031203566,52,0,1617,NA,5,0,2,0,NA
96980,0,0.044384831,28,0,0.136287904,3000,7,1,0,0,2
110988,0,0.949851958,48,0,0.49773602,8833,11,0,1,0,2
135159,0,0.807705824,51,0,0.477252275,10000,12,0,2,0,1
141767,0,0.9999999,34,0,0.124291903,3000,2,0,0,0,0
4348,0,0.017659711,56,0,0.012820513,4445,6,0,0,0,2
1274,0,0.924271715,45,4,0.441760601,3725,7,2,0,0,2
96217,0,0,67,0,0.006189003,4200,1,0,0,0,1
84006,0,0.314735293,59,0,7384,NA,12,0,7,0,4
54109,0,0.03856009,40,4,0.162117452,1208,8,0,1,0,3
12991,0,0,42,0,0.854858057,2500,5,0,2,0,0
15293,0,0,54,0,0,6250,4,0,0,0,0
102804,0,0.106871071,59,0,0.146988241,8333,6,0,1,0,0
96413,0,0.034898068,64,0,0.200736465,10047,6,0,1,0,1
82927,0,0.230117992,54,0,0.318434078,6666,5,0,1,0,2
89408,0,0.047119584,53,0,2680,0,12,0,2,0,0
116721,0,0.038537473,72,0,44,NA,4,0,0,0,0
121293,0,0.030583147,80,0,0.301949399,2410,4,0,1,0,0
78315,0,0.737089887,39,1,1.170714537,2840,17,0,2,1,3
50327,0,0.709943205,26,0,0.179171333,6250,6,0,0,0,0
109357,0,0.021956088,25,0,0.155965992,3410,5,0,0,0,0
148956,0,0.003502449,77,0,16,NA,7,0,0,0,0
54985,0,0.9999999,63,0,1,NA,1,0,0,0,0
146975,0,0.081662042,57,0,0.322324077,7417,17,0,2,0,2
10227,0,0.088800732,50,0,0.859162213,5800,17,0,3,0,0
104403,0,0.650779499,45,2,1.254302594,3892,11,0,2,0,1
85601,0,0.614855406,53,0,0.051105433,9000,2,0,0,0,3
7277,0,0.001676446,41,0,1333,0,8,0,2,0,3
71387,0,0.003918787,52,0,0.20403629,5400,12,0,0,0,0
112702,0,0.448197322,35,0,0.176588217,6500,4,0,1,0,0
10772,0,0.061473446,61,0,0.226651248,14700,12,0,2,0,1
5138,0,0.124792869,56,0,5164,NA,3,0,1,0,0
24123,0,0.511895184,46,0,0.288471708,3781,2,0,1,0,1
49827,0,0.018105973,64,0,649,NA,7,0,0,0,0
66607,0,0.009679964,59,0,0.30487938,9160,9,0,1,0,1
775,0,0.015293506,50,0,0.372513562,1105,13,0,0,0,0
134149,0,0.043247838,79,0,25,NA,5,0,0,0,0
122620,0,0.005499725,37,0,0.053848934,8300,4,0,1,0,1
90702,0,0.036535651,61,0,0.121187801,1245,6,0,1,0,0
137981,0,0.99518578,56,0,0.510244878,2000,13,0,0,0,0
64138,0,0.392796435,33,0,0.272010422,14583,12,0,2,0,0
36835,0,0,53,1,0,6747,1,0,0,0,3
69214,0,0.9999999,36,0,0.364265429,25000,8,0,3,0,0
92088,0,0,37,0,0.0192599,4620,2,0,0,0,1
50877,0,0.011221917,62,0,0.315969482,3800,8,0,1,0,0
47478,0,0.043218476,58,0,41,NA,4,0,0,0,0
105331,0,0.009831695,78,0,195,NA,6,0,0,0,0
4221,0,0.489527972,67,0,0.162767447,5000,6,0,0,0,0
136586,0,0.735740983,58,0,0.294783802,2913,3,0,0,0,0
109871,0,0.033972774,61,1,0.545454545,3200,18,0,1,0,1
78099,0,0.118777624,49,0,0.53106699,7000,10,0,1,0,0
63884,0,0.356573103,52,0,0.424794105,6920,6,0,1,0,0
141429,0,0.032875784,61,1,0.366211263,3000,8,0,2,0,0
79475,0,0.046362793,37,0,0.398032539,18500,11,0,2,0,0
100173,0,0.9999999,43,0,0.042944785,4400,2,0,1,1,1
135981,0,0.104889511,32,0,0.256088825,8375,13,0,3,0,0
116275,0,0.022031547,49,0,1977,NA,4,0,1,0,NA
134980,0,0.004243519,69,1,0.273954341,6000,11,0,2,0,0
43699,0,0.026343913,36,0,0.072766812,5977,16,0,0,0,0
75194,0,0.031648766,73,0,0.003839026,7553,7,0,0,0,0
117568,0,0.9999999,25,1,0.001142531,3500,1,0,0,0,0
61591,0,0,49,0,499,NA,3,0,1,0,0
25085,0,0.249149365,37,0,0.031930767,3350,4,0,0,0,1
42584,0,0.780339582,54,0,0.150821895,5900,5,0,0,0,0
115875,0,0.005575532,39,2,0.363663177,6780,8,1,2,0,1
124821,0,0.024495284,37,0,0.006295131,5400,5,0,0,0,0
81295,0,0.001886321,58,0,0.219972155,7900,23,1,2,0,0
59359,0,0.048520487,51,0,0.215507665,4500,5,0,1,0,0
62183,0,0.298692877,43,0,0.475228779,3168,6,1,1,0,2
81877,0,0.002066529,62,0,0.001407303,13500,3,0,0,0,1
104637,0,0,32,0,0.048181299,5250,5,0,0,0,0
47312,0,0.094672066,37,0,0.41256525,5363,11,0,1,0,3
73884,0,0.002943509,60,0,0.000821018,7307,7,0,0,0,2
40169,0,0.113187444,76,0,0.425443503,6256,5,0,1,0,0
75269,0,0.123256311,57,0,0.497370565,13500,8,0,2,0,0
59629,0,0.519497215,62,0,607,NA,4,0,0,0,0
113752,0,0.380117308,62,0,5629,NA,23,0,5,0,NA
126919,0,0.074585769,36,0,0.052789442,6667,5,0,0,0,3
76238,0,0.9999999,34,0,0,2100,0,2,0,0,1
23654,0,0.53101078,27,0,0.160747172,3800,5,0,0,0,0
117547,0,0.12625538,78,0,0.00869913,10000,3,0,0,0,0
109545,0,0.335988,46,0,0.523052209,6224,7,0,2,0,0
39806,0,0.007083137,69,0,0.682878081,1500,7,0,1,0,0
115318,0,0.410911818,81,0,0.274338403,8350,6,0,3,0,1
132554,0,0,67,0,0.863424384,1500,11,0,2,0,0
136711,0,0.223157556,63,0,0.280559032,4793,7,0,1,0,0
31768,0,0,44,0,0.439720583,8302,15,0,2,0,2
60952,0,0.405567971,66,0,1.114407845,3976,22,0,2,0,1
135054,0,0.014022029,65,0,1795,NA,9,0,1,0,NA
144901,0,0,64,0,2404,NA,6,0,1,0,0
57814,0,0.056553075,53,0,0.254515599,2435,10,0,1,0,3
115504,0,0.055013599,44,0,0.866169022,3750,17,0,1,0,1
43941,0,0.130084703,59,0,270,NA,8,0,0,0,0
22489,0,0.025394168,38,0,0.241044154,3600,5,0,0,0,0
24957,0,0.017247426,62,0,0.133995669,7850,19,0,1,0,0
111741,0,0.341131774,52,0,0.50209958,3333,9,0,2,0,1
20317,0,0.015197729,65,0,0.136655279,12000,8,0,1,0,0
36136,0,0.762285073,55,2,0.466351209,5705,16,0,0,1,0
130640,0,0.003850342,56,0,0.186583694,9480,17,0,2,0,0
7130,0,0.56987441,29,0,0.05050598,10869,9,0,0,0,0
38539,0,0,39,0,0.174826014,8333,9,0,1,0,2
30156,0,0.049344793,59,0,74,NA,10,0,0,0,0
87541,0,0.929375798,48,0,0.288790617,5200,13,0,0,0,0
128600,0,0.087274528,63,0,0.233371126,5291,5,0,1,0,0
113474,0,0.013312451,74,0,0.296065259,4167,15,0,2,0,0
144285,0,0.069915734,53,0,0.363692689,8069,14,0,2,0,0
22985,0,0.854145854,24,0,33,0,4,0,0,0,0
123709,0,0.198611231,60,0,0.483939326,8965,21,0,3,0,2
73705,0,0.222830051,60,0,0.907083016,1312,5,0,0,0,0
74015,0,0.343204369,58,0,0.311233391,7450,7,0,1,0,2
25684,0,0.071339723,40,0,2496,NA,5,0,2,0,0
19842,0,0.226153929,65,0,0.278647546,7600,11,0,2,0,1
108124,0,0.990910744,48,0,0.543614096,4000,12,0,1,0,0
41078,0,0.052506338,62,0,0.151468206,14200,7,0,1,0,0
52128,0,0.056775039,53,0,1185,NA,13,0,1,0,0
34002,0,0.004847079,46,0,0.063234941,8333,16,0,0,0,2
135215,0,0.003300411,62,0,0.000380916,10500,9,0,0,0,0
75950,0,0.042579314,56,0,0.173917484,9791,12,0,1,0,0
54664,0,0.014096319,31,0,0.780025284,2372,7,0,2,0,3
93635,0,0.54376003,36,2,0.829616414,1120,7,0,1,0,0
71202,0,0.17727829,65,0,0.02413417,7333,2,0,0,0,0
129769,0,0,79,0,0,3500,6,0,0,0,0
56035,0,0.443358545,66,0,0.518615972,7600,9,0,3,0,1
4523,0,0.526734007,46,3,0.984933571,7300,17,0,3,0,1
135319,0,0.9999999,25,0,0,820,1,0,0,0,0
141199,0,0.032430679,52,0,10.78774767,4390,7,0,1,0,0
22447,0,0.186644447,27,1,0.212350067,2250,3,0,0,0,0
29527,0,0.452570735,39,1,0.306160727,6930,7,0,2,0,2
7541,0,0.145797081,61,0,0.276492431,3500,8,0,1,0,0
93742,0,0.582585926,48,0,0.19362081,25833,8,0,2,0,2
42006,0,0.081127925,39,0,0.474682025,8333,5,0,3,0,2
92494,0,1.048530767,50,0,0.454345917,6833,10,0,1,0,3
71364,0,0.6129515,62,0,1.628748215,2100,7,0,1,0,0
103230,0,0.269530705,67,0,0.284826375,7400,9,0,2,0,1
127581,0,0.747536059,60,0,5052,NA,10,0,3,0,0
45866,0,1.141779602,88,0,5775,NA,14,0,3,0,0
44550,0,0.9999999,72,0,2014,NA,8,0,2,0,1
18781,0,0.9999999,49,0,0.328698641,6400,4,0,1,0,0
6582,0,0.29562131,27,0,0.172979305,2560,3,0,0,0,0
38451,0,0.066762272,54,0,0.41813136,7566,10,0,2,0,1
42186,0,0.434585502,49,0,0.685100548,4375,19,0,2,0,2
86415,0,0.119973334,59,0,2306,NA,5,0,1,0,0
49660,0,0.283714536,37,0,0.665809769,3500,9,0,1,0,0
99868,0,0.12160603,31,0,0.044337138,6833,3,0,0,0,1
42625,0,0.9999999,86,0,0,NA,0,0,0,0,NA
95142,0,0.9999999,36,0,1236,1,8,0,1,0,2
137178,0,0.061950464,44,0,0.231905869,7308,11,0,1,0,1
85399,0,0.014133322,64,0,0.793650794,8000,7,0,2,0,2
68332,0,0,68,0,32,NA,4,0,0,0,0
23666,0,0.012988356,81,0,0.006091933,5416,11,0,0,0,0
48177,0,0.653580666,41,0,0.490450955,10000,18,0,2,0,0
33101,0,0.017364592,64,0,2530,NA,11,0,3,0,1
102979,0,0.577286487,47,1,0.351018839,2600,6,0,0,0,0
108121,0,0.031757544,44,0,1629,NA,6,0,1,0,1
99543,0,0.092425074,30,0,0.135732769,4250,6,0,0,0,0
146155,0,0.9999999,51,2,939,NA,6,0,0,0,0
23204,0,0.067365171,64,0,0.305670596,18833,9,0,2,0,0
61075,0,0.021144396,78,1,0.195267091,7225,15,0,1,0,0
29208,0,0.514383259,55,2,5366,NA,16,0,3,0,1
130582,0,0.428744988,52,0,0.688662268,3333,25,0,1,0,1
60780,0,0.759932483,58,0,0.300906156,9600,10,0,1,0,1
43275,0,0.004676978,73,0,0.00779844,1666,10,0,0,0,0
8115,0,0.9999999,47,1,2564,NA,4,0,1,0,0
36274,0,0.009805819,32,0,0.002855103,1400,3,0,0,0,0
64208,0,0,66,0,0,NA,1,0,0,0,0
85117,0,0.023946108,88,0,0.006496752,2000,4,0,0,0,0
83128,0,0.004545329,69,0,4,NA,6,0,0,0,0
48301,0,0.037701948,44,0,0.058848736,7000,5,0,0,0,0
93002,0,0.513976739,31,0,0.221700128,2340,3,0,0,0,0
57145,0,0.972458717,56,0,4227,NA,9,0,2,0,0
11748,0,0,80,0,9,NA,6,0,0,0,0
3072,0,0.667020828,39,0,0.608450136,9916,19,0,2,0,3
55524,0,0.028842556,63,0,0.371325735,5000,7,0,3,0,0
116508,0,0.003116843,46,2,0.418681913,12942,14,0,3,0,2
46779,0,0.82689974,54,0,0.357114441,7540,14,0,1,0,3
132924,0,0.906187625,54,0,0.239025628,3940,14,0,0,0,1
126755,0,0.054627101,32,0,0.172327828,3208,10,0,0,0,0
149414,0,0.062729151,59,0,858,NA,6,0,1,0,0
108658,0,0.001219453,60,0,0.143653879,17750,5,0,2,0,2
146327,0,0.026383505,46,0,0.554853653,4748,12,0,1,0,3
20240,0,0.013797018,60,0,99,NA,8,0,1,0,0
102886,0,0.040497107,30,0,17,NA,1,0,0,0,NA
70944,0,0.059742004,52,0,0.582874752,4542,9,0,2,0,2
29355,0,0.535171464,40,0,0.371082109,9730,7,0,2,0,1
144169,0,0.012905173,54,0,5855,NA,9,0,4,0,3
94152,0,0.854024364,39,0,0.421487603,9800,14,0,2,0,2
100111,0,0.825143083,58,0,2397,NA,8,0,1,0,1
83470,0,0.729625515,35,0,0.545635414,8041,7,0,2,0,2
128310,0,0.011679285,72,0,349,NA,6,0,0,0,1
77269,0,0.5798178,63,0,0.119355426,10983,14,0,0,0,0
10103,0,0.651179806,30,5,0.4813509,5388,7,0,2,0,0
102382,0,0.003127423,58,1,0.103824435,7791,19,0,1,0,0
74967,0,0.9999999,40,1,0.060428177,2895,3,0,0,0,0
80419,0,0.153469887,44,0,0.527839175,9500,12,0,2,0,3
6078,0,0.9999999,49,0,0.297996272,8583,4,0,3,0,0
6927,0,0.930232558,57,0,0.571143882,2508,11,0,1,0,0
145266,0,0.335508048,59,0,0.399160789,11200,13,0,3,0,2
134221,0,0.136149924,32,0,0.099816007,6521,8,0,0,0,0
129263,0,0.15095045,54,0,0.680405697,4633,13,0,3,0,1
22849,0,0.159899045,57,0,0.382102067,6916,8,0,1,0,0
21482,0,0.554015118,34,0,0.466810655,6944,9,0,1,0,3
34328,0,0.538701591,51,2,0.283343331,5000,9,0,2,0,1
53327,0,0.043720983,39,0,6295,NA,12,0,4,0,0
8794,0,0.612672108,45,0,1012,NA,4,0,0,0,0
95967,0,0,73,0,0.042253521,2200,2,0,1,0,0
346,0,0.429246267,59,0,0.381254316,15928,17,0,1,0,1
14084,0,0.267791954,55,0,15.45806774,8000,9,0,2,0,0
1621,0,0.143931853,61,0,0.222951896,6090,9,0,1,0,0
122407,0,0.01262102,60,0,18,NA,4,0,0,0,0
51659,0,0.973721794,48,0,0.039805168,31000,9,0,1,0,5
143520,0,0.9999999,55,0,0,8200,0,0,0,0,0
44527,0,0.041882635,74,0,609,NA,10,0,0,0,0
45155,0,0.074330748,57,0,0.121715076,5060,9,0,0,0,0
58012,0,0.506801846,48,0,0.503909755,7800,12,0,3,0,0
40774,0,0.097875662,82,0,0.006454462,77000,7,0,1,0,0
96122,0,0.154755141,30,0,0.070273449,3400,7,0,0,0,0
48747,0,0.056194977,63,0,1059,NA,13,0,2,0,0
77078,0,0.780958897,28,0,0.367053179,2500,5,0,0,0,0
142006,0,0.586083026,44,1,0.314176974,5254,8,0,0,0,1
25898,0,0.273011608,59,0,1.06477409,2500,6,0,1,0,0
78783,0,0.185684858,42,0,3637,NA,16,0,2,0,0
42137,0,0.052634471,64,0,40,NA,4,0,0,0,0
70341,0,0.061238701,67,0,0.325,18199,16,0,4,0,0
134561,0,0.004015094,62,0,0.000723415,4146,10,0,0,0,0
23156,0,0.9999999,40,0,0,5000,1,0,0,0,1
10521,0,0.89432395,28,0,215,0,4,0,0,0,0
49579,0,0.061768695,80,0,0.185953512,4000,4,0,0,0,0
101567,0,1.021795641,35,0,0.052451148,2916,1,0,0,0,0
115870,0,0.874695271,46,2,53,NA,2,1,0,0,0
18939,0,0.337349902,53,0,0.466666667,2264,17,0,0,0,1
98119,0,0.014140837,54,0,2949,NA,4,0,1,0,NA
64608,0,0.061364621,67,0,0.006951466,7911,1,0,0,0,0
83007,0,0.004332852,43,0,0.828982068,7583,9,0,2,0,2
65663,0,0.098964441,61,0,0.178418387,7700,18,0,1,0,0
42254,0,0.188520765,25,0,0.268325189,2250,4,0,0,0,0
31071,0,0.107315328,62,4,0.218445389,4000,8,1,1,0,0
112406,0,0.036704522,59,1,0.267811016,12000,27,0,2,0,1
91955,0,0.605099537,52,0,0.416217157,5746,9,0,1,0,0
25623,0,0.243042892,49,0,0.267788702,6000,21,0,0,0,0
126352,0,0.107932638,45,0,0.525157233,2543,8,0,1,0,2
32309,0,0,76,0,0,NA,2,0,0,0,NA
17763,0,0.001356852,67,0,0,2000,6,0,0,0,0
108919,0,0.271327866,65,1,909,NA,5,1,1,1,0
94316,0,0.014221648,82,0,20,NA,7,0,0,0,0
46910,0,0,80,0,0.037345284,9371,12,0,1,0,0
128428,0,0.040658335,62,0,0.370203725,8000,15,0,1,0,0
83249,0,0.112640845,56,0,1.024082116,12664,6,0,2,0,1
77653,0,0.463165413,47,0,0.996223248,7148,16,0,4,0,1
