X,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
75864,0,0.133212616,67,0,0.415833558,3700,6,0,1,0,0
41427,0,0.003866409,76,0,0.113433991,2582,11,0,0,0,0
147052,0,0.953098688,46,0,0.64383904,4000,9,0,1,0,1
33501,0,0.078823029,50,0,0.391900579,14000,11,0,4,0,3
18046,0,0.320121567,62,2,0.240940725,8333,19,0,1,0,0
4007,0,0.074799077,77,0,995,,6,0,1,0,0
53854,0,0.404438566,28,0,0.103724069,4000,2,0,0,0,0
34640,0,0.25689483,51,5,0.336163928,5416,10,0,1,0,3
62865,0,0.17519416,63,0,757,,2,0,1,0,0
104817,0,0.025678266,62,0,0.215899065,11333,12,0,1,0,0
65233,0,0.102280735,47,0,0.032106239,75000,6,0,1,0,3
114401,0,0.837034151,43,1,0.198971575,7000,6,1,0,0,0
137890,0,0.9999999,39,0,0.101529903,2875,1,1,0,0,3
77788,0,0.231153769,32,0,0.500749875,6000,5,0,2,0,0
61827,0,0.153980956,42,0,0.248964751,9900,15,0,1,0,1
41746,0,0.181279675,56,0,0.594632768,3539,13,0,1,0,0
103339,0,0.760518622,66,0,0.63196252,3841,8,0,0,0,0
147896,0,0.414309077,55,0,0.329717081,4700,11,0,0,0,1
10636,1,0.725076887,71,0,1888,,9,0,0,0,0
91171,0,0.0503614,79,0,0.01994302,3509,5,0,0,0,0
119537,0,0.02454679,79,0,0.004314995,8342,7,0,0,0,0
108957,0,0.00989901,35,0,0.001110494,1800,2,0,0,0,0
149325,0,0.049317061,57,0,0.517197015,11658,8,0,2,0,0
44859,0,0.734044326,62,0,1.106033559,2800,9,0,1,0,2
535,0,0.040186458,35,0,0.300839136,5600,8,0,2,0,1
76552,0,0.552108382,57,0,0.939034046,2525,11,0,1,0,0
15304,0,0.056031868,33,0,0.035550862,2840,6,0,0,0,2
115077,0,0.000194506,56,1,0.181316065,10500,12,0,1,0,0
20491,0,0.122792983,48,0,0.430870519,4100,12,0,1,0,2
129988,0,0.090415127,71,0,0.348757498,3500,3,0,1,0,0
9941,0,0.607309916,64,0,0.508,5499,12,0,1,0,0
98628,0,0.089487662,65,0,0.286345838,15833,16,0,2,0,0
59573,0,0.360689765,39,0,0.136908963,4250,6,0,0,0,0
36984,0,0.006924726,32,0,0.088306494,9500,6,0,1,0,0
76016,0,0,50,0,2180,,12,0,1,0,3
19958,0,0.033976307,63,0,0.362659335,4000,4,0,1,0,0
81424,1,0.434871335,48,0,0.341430499,3704,7,0,1,0,1
64830,0,0.005092976,83,0,0.002943213,5775,6,0,0,0,0
47841,0,0.166193758,62,0,93,,3,0,0,0,0
122721,0,0.341510566,43,0,0.200583516,2741,5,0,0,0,4
99585,0,0.629393971,60,0,0.105464384,17000,9,0,2,0,1
9637,0,0.024426907,45,1,1.8,1084,7,0,1,0,0
87716,0,0.072951792,47,1,0.599812559,3200,9,0,1,0,0
30406,0,0.17262187,30,0,0.212882223,8600,5,0,2,0,0
128085,0,0.015274166,29,0,0.632280558,4875,9,0,2,0,0
25219,0,0.024321622,75,0,0.466794381,3131,9,0,2,0,0
138791,0,0.014049304,77,0,0.011631127,3610,14,0,0,0,0
125730,0,0.827267013,41,1,0.733641877,6265,9,0,0,0,2
23641,0,0.158149739,59,0,0.581696615,2392,9,0,1,0,0
143009,0,0.9999999,68,0,0.379000781,2561,2,0,1,0,0
147838,0,0.05108113,62,0,555,,7,0,0,0,0
119572,0,0.003363534,52,0,0.000586396,5115,4,0,0,0,0
143844,0,0.026807877,39,0,0.774757888,3200,7,0,1,0,0
43437,0,0.034738887,36,0,0.511748042,6000,6,0,2,0,3
11112,0,0,77,0,0,,2,0,0,0,0
53550,0,0.9999999,42,0,0.073077839,4200,1,0,0,0,1
105212,0,0,24,0,0,400,2,0,0,0,0
142902,0,0.87685327,50,0,1.780216942,3871,18,0,3,0,1
96554,0,0.162870792,63,0,45,,2,0,0,0,0
65672,0,0.124995833,35,0,0.343432813,6600,4,0,2,0,0
115228,0,0.025593285,45,0,0.335381522,8950,10,0,1,0,2
72033,0,0.771153742,54,0,0.812217639,5090,6,0,2,0,3
114066,0,0.04027756,62,0,0.367351651,4330,15,0,1,0,1
56767,0,0.589027006,52,0,1.054661461,10500,10,0,1,0,0
119007,0,0.005809894,55,0,0.068521381,3881,5,0,0,0,0
28840,0,0.062436646,44,0,0.262070279,10500,11,0,2,0,2
90720,1,0.32561918,53,0,0.109129066,4764,11,0,0,0,0
148463,0,0.001533231,60,0,0,2000,3,0,0,0,0
54479,0,0.272639566,52,0,3795,,12,0,1,0,0
120527,0,0,89,0,0,,3,0,0,0,0
3162,0,0.015912352,47,0,0.513281919,3500,5,0,1,0,2
88040,0,0.572114263,49,0,0.306469353,10000,7,0,1,0,0
12619,0,0.42236835,36,1,0.250724038,2416,3,0,0,0,0
146074,0,0.603817314,73,1,0.129011777,31500,12,0,0,0,1
125995,0,0.9999999,50,2,0.224989518,11924,7,1,2,0,0
96901,0,0.825514527,52,0,0.543677847,11000,21,0,1,0,0
64986,0,0.031693412,46,0,0.398834574,3088,9,0,2,0,1
96109,0,0.011542527,37,0,1646,,6,0,2,0,0
96478,0,0.037999662,62,0,0.111756168,6200,9,0,0,0,8
62921,1,0.327102804,65,4,0.225954809,5000,6,0,1,1,0
110561,0,0.9999999,73,0,0.202593782,16500,4,0,1,0,2
123761,1,0.72051242,29,0,0.114680946,2240,6,3,0,0,1
44364,0,0.978952907,49,0,0.521285476,9583,3,1,1,1,0
51354,0,0.9999999,52,98,0,3000,0,98,0,98,0
109355,0,1.116590408,61,4,1.042840143,2520,10,0,1,0,1
55242,0,0.502466557,40,0,0.632183908,4697,6,0,1,0,1
55817,0,0.083199795,53,0,0.234941205,8333,6,0,1,0,0
142830,0,0.123659893,54,0,0.032494584,6000,4,0,0,0,0
131484,0,0.4273082,52,0,3136,,13,0,3,0,2
98998,1,1.250996016,33,0,0.376415723,1500,2,2,0,0,2
82158,0,0,48,0,0.417436975,4759,8,0,1,0,1
123701,0,0.000458327,31,0,0.088,5374,10,0,0,0,0
148144,0,0.939790717,47,1,7085,,17,0,3,0,4
86551,0,0.096937242,81,0,0.456465393,10416,10,0,3,0,0
119359,0,0.24653283,72,1,0.663326026,3192,11,0,1,0,0
43528,0,0.9999999,47,0,0.015138532,3500,0,2,0,0,0
29367,0,0.243111676,42,0,0.55601907,3355,6,0,1,0,0
20495,0,0.038548557,54,0,0.894276431,4000,19,0,1,0,0
132230,0,0.019330112,41,1,0.357919385,5978,5,0,1,1,4
87674,0,0.710415995,55,1,0.18592563,2500,14,0,0,1,0
43196,0,0.139890402,51,0,0.528191834,10800,17,0,3,0,2
127635,0,0.75444911,29,2,0.927381746,1500,8,1,0,0,0
40498,0,0.393261603,50,0,0.435235692,12282,12,0,2,0,2
64096,0,0.385713635,62,0,0.490125823,12000,15,0,1,0,0
143831,0,0.639754793,66,0,0.221473999,5345,6,0,0,0,3
1662,0,0.880186636,41,0,0.211888395,2472,10,0,0,0,0
41693,0,0.255018813,27,0,0.101161594,6800,7,0,0,0,0
9699,0,0.360293301,38,0,0.172826281,5600,5,0,0,0,2
107047,0,0.720742642,43,2,0.377796103,9700,4,0,2,0,3
149241,0,0.970285928,56,0,0.285714286,4500,7,0,0,0,0
7579,0,0.250881533,66,0,7947,,9,1,2,0,0
59912,0,0.036664173,76,0,0.002959127,5406,3,0,0,0,0
146760,0,0.340665619,60,0,0.008393548,13700,4,0,0,0,0
86093,0,1.023952096,25,0,0.123251166,1500,4,0,0,0,0
139643,0,0.042153463,38,0,0.064581458,4443,4,0,0,0,0
34592,0,0.287118997,67,0,1.077793494,2120,10,0,1,0,0
11698,0,0.135390859,36,0,0.284982189,16000,7,0,1,0,0
13897,0,0.190851144,60,0,0.007790859,5775,2,0,0,0,0
34512,0,0.966413496,66,8,0.672762104,5741,10,1,1,0,0
145505,0,0.928592687,54,0,2.367444074,2100,18,0,2,1,2
10734,0,0.02124696,46,0,0.191632631,9058,8,0,1,0,2
55995,0,0.869046575,61,0,0.639402281,2542,8,0,2,0,0
40959,0,0.059592054,56,0,0.189450095,5800,5,0,2,0,1
139497,0,0.102099964,48,0,0.396263,5672,11,0,1,0,0
86570,0,0.540572251,50,0,0.852050427,6900,11,0,2,0,1
74581,0,0.009266049,64,0,4,,2,0,0,0,0
139038,1,0.739417372,47,0,0.308138372,5000,5,0,1,0,1
76228,0,0.057967008,67,0,0.260104042,12494,17,0,3,0,0
41167,0,0.286303179,42,0,0.43530682,11113,10,2,2,0,1
120352,1,0.722951803,29,1,0.353021354,2200,8,0,0,0,1
55835,0,0.24155169,27,0,0.009814613,3667,6,0,0,0,0
142539,0,0.052273693,46,0,0.243929239,9100,5,0,1,0,0
40053,0,0.055170351,65,0,0.434490482,6250,11,0,2,0,3
143095,0,0.140474381,51,0,0.152057661,4300,2,0,1,0,1
14470,0,0,62,0,16,,1,0,0,0,0
143787,0,0.063748811,85,0,0.020996501,6000,10,0,0,0,0
117514,0,0.893955302,41,2,0.705058988,5000,12,0,2,0,2
99736,0,0.017462426,42,0,0.159730034,8000,11,0,1,0,0
117393,0,0.017849108,68,0,35,0,1,0,0,0,0
36421,0,0,49,0,4434,,6,0,2,0,0
62497,0,0.9999999,46,0,0.146607723,11083,5,0,1,0,0
3917,0,0,70,0,1060,0,9,1,1,1,0
40658,0,0.645834545,46,0,0.224808624,6400,8,0,0,0,4
48668,0,0.230708993,35,1,0.207563573,4600,5,0,0,0,4
110650,0,0.0399362,77,0,0.089985002,6000,5,0,0,0,0
141474,0,0.524373872,47,0,1.022829006,4467,11,0,2,0,1
57727,0,0.862034491,43,1,0.03119688,10000,1,0,0,0,2
90415,0,0.463073009,53,2,0.299280082,11667,21,0,1,0,0
46506,0,0.024228861,51,0,0.277594031,13000,13,0,1,1,1
55629,0,0.004932311,86,0,0.294754371,1200,9,0,0,0,0
63966,0,0.774086379,35,0,131,,2,0,0,0,0
111882,0,0.176912232,44,1,0.460923179,6000,15,0,2,0,3
119043,0,0.005371703,68,0,0.179442741,7500,6,0,2,0,0
105102,0,0.014716099,43,0,0.692966361,6539,13,0,1,0,0
55508,0,0.064695009,63,0,0.524441762,3313,6,0,1,0,0
102743,0,0.103948026,27,0,0.148553557,2557,4,0,0,0,0
91988,0,0.9999999,59,0,0.224281931,4908,3,0,1,0,1
94515,0,0.085970368,56,0,6031,,12,1,2,0,
29770,0,0.001807658,39,0,0.339932014,5000,4,0,1,0,0
112611,0,0.059179389,56,0,0.014182344,3454,4,0,0,0,0
82055,0,0,55,0,0.548015753,3300,4,0,1,0,1
131591,0,0.093912754,66,0,0.408909195,3501,10,0,2,0,0
71359,0,0.115748071,54,0,0.169073539,4500,7,0,0,0,0
140536,0,0.223793114,34,0,0.221579961,4670,5,0,1,0,3
19881,0,0.260594901,51,0,0.289750742,11112,6,0,0,0,3
49948,0,0.60931311,42,3,0.515836149,4735,10,0,2,0,3
89191,0,0.241486584,59,0,0.326668027,4900,3,0,1,0,2
57259,0,0.090124518,49,0,1.366074951,2534,10,0,1,0,0
56863,0,0.028702848,56,0,0.763310858,4300,21,0,4,0,0
42590,0,0.068054949,66,0,0.50965251,2848,5,0,1,0,0
43354,0,0.106581835,55,1,0.261621622,4624,9,0,2,0,0
135191,0,0.104884227,73,0,69,,5,0,0,0,0
35952,0,0.05125257,87,0,0.260467442,8000,13,0,4,0,1
145641,0,0.2028843,40,2,1242,,5,0,2,1,
29566,0,0.012391671,62,0,0.000858287,10485,5,0,0,0,0
128604,0,0.02076839,79,0,0.006234414,2405,2,0,0,0,0
99833,1,0.9999999,49,0,0.378006873,3200,3,2,2,0,0
127427,0,0.011363292,57,0,11,,5,0,0,0,0
17157,0,0.096508325,71,0,0.056958064,4792,7,0,0,0,1
140702,0,1.093836757,33,0,0.161377709,2583,4,1,0,0,0
90374,0,0,39,0,0.185069984,4500,6,0,0,0,2
99046,0,0.037995251,52,1,0.396609187,6900,7,1,2,0,0
53460,0,0.166119126,57,4,0.10818487,3872,4,1,0,0,1
26187,1,0.9999999,38,0,31,,0,0,0,0,0
22818,0,0.033369134,65,0,2172,,10,0,1,0,0
136324,0,0.158222616,46,0,0.356857523,5256,8,0,2,0,2
99933,0,0.023886712,80,0,0.011998909,3666,4,0,0,0,0
75281,0,0.00487167,63,0,0.107987044,14510,9,0,2,0,0
67243,0,0.309334557,76,1,1.667956157,1550,12,0,2,0,0
114938,0,0,42,1,0.287624272,5833,8,0,2,0,3
79200,0,0,45,0,0.166162865,10916,6,0,1,0,3
142896,0,0.01754473,49,0,783,,16,0,1,0,0
122265,0,0.669014527,39,0,0.62037962,1000,6,0,0,0,0
121936,1,0.9999999,22,0,212,,2,0,0,0,
4817,0,0.9999999,21,0,0,1200,0,0,0,0,0
21069,0,0.431042404,52,0,0.449060743,7292,7,0,1,0,0
87245,0,0.089955022,32,0,0.260434057,7786,4,0,1,0,2
142420,0,0.9999999,22,0,0,,0,0,0,0,0
113505,0,0.143895203,51,0,4797,,7,0,1,0,0
137041,0,0.034332618,35,0,0.289311091,6473,10,0,2,0,0
51542,0,0.087787617,53,0,0.161337361,9600,5,0,1,0,0
29918,0,0.369066298,56,0,0.325500337,8893,13,0,1,0,0
30450,0,0.042276542,59,0,0.224700582,9100,9,0,1,0,0
61987,0,0.9999999,48,1,314,,2,0,0,0,0
49979,0,0.230388481,53,0,0.033022254,4178,4,0,0,0,0
88359,0,0.379196701,49,2,1370,,11,0,1,0,2
95793,0,0.29135679,35,0,2093,,8,0,3,0,0
10577,0,0.685157421,70,1,0.019990005,2000,2,0,0,0,0
5454,0,0.521747825,36,0,0.290536642,3465,5,0,0,0,2
58305,0,0.028608979,36,1,0.176213289,4800,4,0,0,0,2
139053,0,0.560952529,46,0,0.422724724,5350,12,0,1,0,1
127491,0,0.478034798,64,0,0.237119304,8733,6,0,1,0,1
38605,0,0.003071209,63,0,0.270751847,2300,8,0,2,0,0
118661,1,0.021141945,50,0,4161,,9,0,1,0,0
7230,0,0.015286155,60,1,0.300900723,10102,16,0,1,0,0
122274,0,0.035446979,42,0,0.002913953,5833,3,0,0,0,0
90811,0,0.745254745,34,0,0.621168305,1728,5,0,0,0,0
115906,0,0.017331023,31,0,0.094635122,3000,4,0,0,0,0
48542,0,0.212002316,63,0,0.239883629,3780,7,0,1,0,1
20118,0,0.00287353,59,0,0.319941829,5500,10,0,1,0,2
109096,0,0.13639318,64,0,87,,4,0,0,0,0
57483,0,0.9999999,68,0,0.480561555,8333,6,0,2,0,1
75113,0,0.001542477,32,0,0.363927917,6547,12,0,1,0,3
114233,1,0.995950101,53,0,0.421786702,8316,3,0,1,0,0
125977,0,0.185517863,38,0,0.062979007,3000,7,0,0,0,0
1753,0,0.2391771,72,0,1.054041983,6716,9,0,2,0,1
5933,0,0.02840072,56,0,0.583015994,2625,18,0,2,0,0
111884,0,0.080064174,37,0,0.362517795,9833,10,0,2,0,2
122937,0,0.012678733,88,0,603,,6,0,1,0,0
17702,0,0.097546698,59,0,0.392279336,9765,23,0,2,0,2
36983,0,0.219706428,60,0,0.339509441,17000,10,0,2,0,0
131811,0,0.435507321,64,0,0.189903283,64000,18,0,2,0,1
45716,0,0.718449457,48,0,0.677932796,5088,9,0,4,0,1
29049,0,0.007734877,58,0,0.462276381,7713,6,0,1,0,0
34096,0,0.033187993,58,0,901,,3,0,1,0,
110188,0,0,60,0,0.204211269,8500,5,0,1,0,0
105136,1,0.098472395,42,0,0.511503478,5606,8,0,3,0,3
94455,0,0,30,0,0,2400,1,0,0,0,0
66821,0,0.534333231,31,1,0.1043257,2750,4,0,0,0,0
6028,0,0.125449984,50,0,0.306241965,7000,6,0,2,0,2
10105,0,0.003668461,58,0,0.171931228,2500,13,0,1,0,0
117308,0,0.630473905,38,0,0.33145804,4265,4,0,1,0,3
6633,0,0.103523841,54,0,0.395445588,13700,14,0,2,0,0
34085,0,0.034335041,59,0,0.713455729,4302,8,0,0,0,0
4981,0,0.028453683,58,0,0.383757312,7350,5,0,2,0,0
50403,0,0.852857357,43,0,2424,,6,0,1,0,4
64846,0,0.681682958,68,0,0.293521187,9368,8,0,1,0,0
65058,0,0.235658811,41,0,0.450473111,8348,6,0,2,0,1
140329,0,0.129700666,36,0,0.471338793,5250,9,0,1,0,0
23942,1,0.727198531,81,5,0.273761714,5975,7,0,1,1,0
84298,0,0.028784509,62,0,0.009747452,4513,4,0,0,0,1
64337,0,0.860056997,40,0,2691,,6,0,1,0,0
46447,0,0,54,0,0.433831314,8500,11,0,4,0,0
80769,0,0.106889019,48,0,2628,,4,0,1,0,0
64961,0,0.023080665,84,0,0.085064293,5054,10,0,0,0,0
8800,0,0.002232454,84,0,1313,,11,0,1,0,0
64645,0,0.385658469,46,2,0.01564174,4666,3,0,0,0,1
140226,0,0.030592918,44,0,0.013194722,2500,7,0,0,0,0
86484,0,0,42,0,0.013430726,4243,7,0,0,0,0
41349,0,0.138630765,63,0,0.45961555,11600,7,0,1,0,1
49163,0,0.125149732,50,0,72,,3,0,0,0,0
44609,0,0.529319618,27,0,0.140700809,7419,15,0,0,0,0
66608,0,0.050447335,37,0,0.562312517,11000,11,0,3,0,1
17303,0,0.037001546,68,2,0.55102414,5467,24,0,2,0,0
97017,0,0.027969605,55,0,603,,7,0,0,0,0
9235,0,0.122192206,66,0,0.446947035,5682,13,0,2,0,1
61036,0,0.9999999,42,0,123,,2,0,0,0,0
76635,0,0.890164393,37,1,0.100767692,15500,3,0,0,0,0
52871,0,0,66,0,0.17537483,2200,8,0,0,0,0
19309,0,0.180335287,70,0,0.376212833,3194,8,0,0,0,0
122866,0,1.94011976,29,0,0.156238827,2796,3,1,0,2,0
28065,0,0.982771474,62,0,0.709602418,4300,15,0,0,0,0
115808,0,0,67,0,997,,3,0,1,0,0
112230,0,1.032983508,33,2,0.205267938,1100,6,0,0,0,1
114194,0,0.140549612,30,0,1116,,7,0,1,0,0
20057,0,0.38879028,61,0,0.696121551,2500,6,0,1,0,1
68093,0,0.051404902,71,0,272,,6,0,0,0,0
86967,0,0.945746599,59,0,0.191961608,5000,5,0,0,0,0
86131,0,0.005472089,50,0,4910,,7,0,2,0,
31854,0,0.177555726,26,0,0.074405787,2902,3,0,0,0,0
99002,0,0.185910938,62,0,0.264966879,8000,8,0,2,0,0
113722,0,0.004813766,42,0,0.215478452,10000,9,0,3,0,0
133593,0,0.007194245,41,0,0.679935244,10500,28,0,8,0,0
62308,0,0.008926107,63,0,0.007358768,8832,5,0,0,0,0
132441,0,0.350202122,48,0,4029,,7,0,1,0,4
88326,0,0.134632284,38,0,1.392607393,1000,4,0,1,0,2
12069,0,0.040686402,56,0,0.50624459,8086,14,0,4,0,0
47131,0,0.453909218,34,0,0.579684063,5000,5,0,1,0,0
141236,0,0.383701078,40,0,0.053883104,33516,14,0,1,0,2
4680,0,0.282367086,37,0,3154,,8,0,1,0,0
28547,0,0.420257415,65,0,0.271120269,9220,9,1,1,0,0
129885,0,0.07759612,63,0,0.243883189,3800,7,0,1,0,0
55448,0,0,61,0,3047,,15,0,1,0,0
89858,0,0.151044682,51,0,0.564503858,9200,5,0,1,0,2
33421,0,0.011378918,68,0,0.360481976,20000,6,0,1,0,0
68063,0,0.360317098,66,0,0.345228934,10395,12,0,1,0,1
64997,0,0.33891714,64,0,0.554913295,2248,7,0,2,0,0
4461,0,0.012562716,61,0,0.285802252,11367,9,0,1,0,0
78588,0,0.055567656,53,0,0.419421204,7290,18,0,4,0,1
19708,0,0.523856126,39,0,0.340653662,7740,13,0,1,0,1
9256,1,0.954292244,51,0,0.494876533,5952,9,1,2,0,1
48496,0,0,44,0,0.368784301,12025,8,0,2,0,0
6526,0,0.463809848,45,0,0.421806255,12500,6,0,2,0,2
74638,0,0.908015331,33,0,0.274949084,5400,4,0,1,0,4
11726,0,0,51,0,0.428092712,3580,8,0,1,0,0
9534,0,0.573373589,37,0,0.530440148,4861,7,0,1,0,1
118219,0,0.42477622,50,1,0.580278129,8700,12,0,2,0,2
37615,0,1.172413793,28,2,72,,2,0,0,0,0
9830,0,0.057300562,61,0,0.174853143,8000,7,0,1,0,0
1395,0,0.010653436,39,0,0.00252605,3166,2,0,0,0,0
49910,0,0.48976951,41,0,0.95201371,3500,5,0,2,0,0
145053,0,0.296945624,61,0,3464,,11,0,2,0,0
14673,0,0.03169683,59,0,0.001999556,4500,2,0,0,0,0
90276,0,0,78,0,0,,2,0,0,0,
7384,1,0.903013855,46,1,0.283976039,5341,4,2,0,1,1
86696,0,0,52,1,0,5890,4,2,0,0,0
37876,0,0.132659864,76,0,0.142039317,9257,9,0,0,0,0
66020,0,0.119380836,50,0,0.2645486,3178,5,0,1,0,0
88736,0,0.308256339,50,0,0.452201761,6244,10,0,3,0,1
126890,0,0.568287808,45,0,0.366100281,9592,6,0,2,0,0
17602,0,0.080461998,79,0,61,,5,0,0,0,0
40409,0,0,83,0,1199,,3,0,1,0,0
13267,0,0.207251793,45,0,0.458492304,7600,6,0,3,0,1
110998,0,0.495752124,24,0,29,0,2,0,0,0,0
26135,0,0.047920362,69,0,0.284026137,7192,12,0,1,0,0
144790,0,0.297173873,28,0,0.398888344,6116,10,0,2,0,0
86965,0,0.626022184,29,0,0.258796385,5200,13,1,1,0,1
52329,0,0.142184128,50,1,0.283265481,14000,11,0,3,1,4
83978,0,0.9999999,36,0,0,,0,0,0,0,0
107824,0,0.043475917,72,0,894,,6,0,1,0,0
88583,0,0.105548176,35,0,0.09029699,30000,18,0,1,0,1
77855,0,0.112554813,56,0,0.366281686,6666,16,0,2,0,0
79528,0,0.642383723,52,0,0.42289606,6166,10,0,1,0,2
101396,0,0.038875134,76,0,0.55521378,3250,14,0,1,0,0
19556,0,0.016873175,68,0,753,,4,0,1,0,0
23778,0,0.01919904,50,0,1276,,2,0,1,0,0
117177,1,0.632631203,36,0,53,,1,0,0,1,0
9414,0,0.542063333,35,0,0.438797159,10840,7,0,3,0,0
10954,0,0.9999999,56,0,0,10517,1,0,0,0,0
87884,0,0.017578331,54,1,0.574425574,1000,10,1,1,0,0
140922,0,0.166905596,52,0,0.497073456,6833,13,0,2,0,1
61034,0,0.443369633,49,0,1064,,4,0,1,0,0
76656,0,0.156160649,54,0,0.320964126,8919,11,0,2,0,0
100139,0,0.023142201,56,0,0.615163148,2083,24,0,0,0,0
38871,0,0,55,0,0.178205449,4000,4,0,2,0,0
1863,0,0.038950934,69,0,0.179793912,8442,15,0,2,0,0
99926,0,0.04214579,60,0,0.306849645,16613,12,0,1,0,1
51166,0,0.806223698,80,0,0.422850845,2721,9,0,0,0,1
62385,0,0.002931274,62,0,5,,10,0,0,0,0
145298,0,0.667633237,27,0,0.115361862,5070,4,0,0,0,2
145860,1,1.016983017,57,1,0.155837004,1815,3,0,0,0,0
15812,0,0.025637607,89,0,0.212,249,6,0,0,0,0
139098,1,0.972055888,27,1,0.065611331,4800,8,0,0,0,0
111399,0,0.274343306,30,1,0.129061577,4400,9,0,0,0,0
105871,0,0.9999999,70,0,0,,3,0,0,0,
54139,0,0,68,0,842,,8,0,1,0,2
123987,0,0.410334313,76,0,0.484233195,6500,13,0,2,0,1
81722,0,0.000785686,91,0,0,5700,3,0,0,0,0
1907,0,0.033934804,57,0,5354,,9,0,2,0,4
123915,0,6.78E-05,62,0,0.322837951,4763,8,0,1,0,0
7178,0,0.871021496,27,0,0.121432027,6200,5,0,0,0,2
16212,0,0.0279725,67,1,0.246207833,8833,13,0,1,0,0
100648,0,0.938106189,46,1,0.215464089,6000,11,0,0,0,2
54306,0,0.040986389,49,0,0.004760771,8401,6,0,0,0,4
86729,0,0.109505984,56,0,0.10466761,2120,12,0,0,0,0
94695,0,0.010599576,36,0,0.266149191,7600,4,0,2,0,1
16493,0,0.013207298,79,0,0.188362328,5000,7,0,1,0,0
77317,0,0.090219716,67,0,0.008868166,10937,4,0,0,0,2
45830,0,0,29,2,0.174780527,3758,6,0,1,0,0
136336,0,0.9999999,38,0,0,,0,0,0,0,
131850,0,0.9999999,50,1,0.119752237,4358,2,2,1,0,1
135326,0,0.012749545,58,0,41,,4,0,0,0,0
101452,0,0.918423918,62,0,0.226261762,4675,7,0,1,1,1
8059,0,0.93972908,43,4,0.486803519,9206,14,0,1,0,1
108181,0,0,25,0,1.112097669,900,2,0,1,0,0
94675,0,0.796118408,53,1,0.055155875,2501,6,0,0,0,2
102232,0,0.144430948,37,0,0.488100268,7100,8,0,3,0,3
3465,0,0.337527063,73,0,0.306972093,11000,17,0,2,0,0
15928,1,0.9999999,24,0,0.023322228,2100,1,1,0,0,0
1428,0,0.487837796,41,0,0.249076288,4600,5,0,1,0,2
100852,0,0.740234424,64,0,0.295231548,16000,12,0,1,0,0
2552,1,0.972037284,53,2,0.178454842,3675,9,1,0,1,0
93854,0,0.192030641,39,0,0.636610784,2206,9,0,1,0,0
102372,0,0.9999999,56,1,0.211998572,8400,5,4,1,0,0
109484,0,0.007353773,72,0,0.196725409,8000,15,0,1,0,0
88850,0,0.68320576,46,0,2680,,14,0,1,0,2
95549,0,0,36,0,0,,4,0,0,0,0
118179,0,0.041047834,46,0,0.515027959,8583,7,0,1,0,2
34494,0,0,22,0,0,898,2,0,0,0,0
16294,0,0.060479013,46,0,0.194978336,9000,10,0,1,0,4
111035,0,0.003764003,77,0,0.00359928,5000,9,0,0,0,0
111076,0,0.938230336,53,0,0.568171591,6666,6,0,1,0,0
67619,0,0.455457477,30,0,0.311034218,2600,13,0,0,0,0
37208,0,0.038855909,48,0,0.197450637,4000,7,0,1,0,0
110087,0,0.798460435,46,0,0.366132284,10416,7,0,2,0,2
147172,0,0.003132467,53,0,0.178318473,12000,4,0,1,0,3
143152,0,0.055761426,78,0,0.224178962,2100,8,0,1,0,0
118611,0,0.08303276,63,0,0.319334933,5833,10,0,2,0,3
81238,0,0.662660216,32,0,0.135733033,8000,4,0,0,0,4
148100,0,0.386884229,68,0,0.308967435,18700,9,0,1,0,0
103773,0,0,46,0,0.727541955,7090,7,0,2,0,3
110578,0,0.648830553,63,1,0.474339036,4500,12,0,0,0,0
5118,0,1.009993754,32,2,0.422585866,5560,7,0,1,0,0
113048,0,0.212616003,48,0,0.327808306,11100,8,0,1,0,0
56053,0,0.580283943,48,0,1.464753525,10000,10,0,5,0,2
80883,0,0.160373686,45,0,0.229026332,11430,9,0,2,0,3
4285,0,0.058518247,54,0,0.537900875,4801,7,0,1,0,0
73110,0,0.23729381,63,0,319,,6,0,0,0,0
146193,0,0.218458713,57,0,0.326673327,1000,14,0,0,0,0
22714,0,0.667091674,64,1,1.171276241,3000,14,0,2,0,0
33630,0,0.019477487,47,0,0.00499875,4000,4,0,0,0,0
129433,0,0.9999999,58,0,0.850718301,1600,7,0,0,0,1
19417,0,0.434838062,50,1,3205,,14,0,2,0,0
125352,0,0.600028231,72,0,0.4150169,4141,7,0,2,0,0
127539,0,0.168127729,58,0,0.370191742,8500,9,0,2,0,0
5981,0,0.415073116,44,0,0.170943019,3000,4,0,0,0,2
122814,0,0.117784032,34,0,0.426266137,12083,10,0,3,0,0
62737,0,0.496516139,53,0,0.543024698,8866,13,0,2,0,0
36122,0,0.20718061,56,0,0.165594701,20833,9,0,1,0,3
90878,0,0.277371562,63,0,0.232546201,7791,14,0,0,0,0
90801,0,0.562762322,36,0,0.278674475,7000,11,0,0,0,1
20410,0,0.9999999,28,0,0.344852412,4166,7,0,1,0,1
143310,0,0.00359952,74,0,0,1500,4,0,0,0,0
11625,0,0.16642463,55,0,0.245381439,4600,5,0,1,0,1
