SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30.59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60.89DaysPastDueNotWorse,NumberOfDependents
n,0.062265632,87,0,708,,5,0,1,0,
n,0.050277901,69,0,0.452341824,2433,14,0,1,1,0
n,0,35,0,0.226834494,3733,6,0,2,0,0
n,0.100117998,63,0,0.216725436,19000,13,0,3,0,2
n,0.025785346,59,0,0.468690512,9980,15,0,2,0,0
n,0.015747232,32,0,0.084064477,4900,6,0,0,0,0
n,0,50,0,0.391591875,6350,6,0,1,0,2
n,0.0019417,63,0,1933,,8,0,1,0,0
n,0.694242711,29,0,0.081675613,9500,2,0,0,0,1
n,0.133528774,76,0,99,,2,0,0,0,
n,0,67,0,0.021000276,7237,3,0,0,0,0
n,0.01143739,85,0,0.046563193,450,5,0,0,0,0
n,0.004424723,70,0,0.00199981,10500,17,0,0,0,0
n,0.778386028,60,0,0.381737346,14619,21,0,3,0,1
n,0.003646016,42,0,0.304849885,3030,10,0,1,0,0
n,0.9999999,44,0,0.712421904,5441,12,3,3,0,2
n,0.999724214,47,1,0.486802112,6250,4,5,1,2,3
n,0.320344359,37,1,0.430244504,4866,11,0,0,0,1
n,0.922948256,53,0,0.438735178,4806,12,0,1,0,1
n,0.9999999,55,0,0,,0,0,0,0,0
n,0.180566765,46,0,1774.5,1,12,0,1,0,0
n,0.021678266,63,0,3987,,7,0,2,0,0
n,0.019090215,54,0,0.279096206,7036,9,0,1,0,2
n,0.9999999,21,98,0,2000,0,98,0,98,0
n,0.164402979,49,0,0.331583042,5141,9,0,1,0,0
n,0.097618958,62,0,0.724606772,3750,8,0,1,0,0
n,0.161846655,49,0,0.512947368,9499,11,0,2,0,3
n,0.144153619,64,1,0.312735494,3980,20,0,1,0,0
n,0.414840121,35,0,1379,,10,0,1,0,3
n,0.239757776,68,0,2255,,17,0,1,0,0
n,0.10848192,61,0,0.751006711,1489,4,0,2,0,0
n,0.770287141,31,0,0.267958326,5470,8,0,2,0,0
n,0.005479264,37,0,0.807342233,6591,8,0,2,0,0
n,0.06400657,55,0,0.479244421,13128,8,0,3,0,0
n,0.9999999,47,0,0.01557058,4880,5,0,0,0,2
n,0.128036523,54,4,0.251772405,5500,8,3,1,0,0
n,0.144469526,58,0,2210,,6,0,2,0,1
n,0.073908201,45,0,0.420402261,7606,10,0,2,0,1
n,0,55,0,1855,,13,0,2,0,1
n,0.064499152,83,0,0.012794882,2500,3,0,0,0,0
n,0.754379329,56,1,0.557407099,6000,8,0,2,0,2
n,0.033462205,42,0,0.256946248,7701,3,0,1,0,0
n,0.873897189,25,0,0.160058737,4766,5,0,0,0,2
n,0.07333076,56,0,0.195641921,10600,6,0,1,0,1
n,0.054860177,68,0,0.107435508,6589,5,0,1,0,0
n,0.9999999,40,1,0.10302722,3930,2,1,0,0,2
n,0,40,0,3359,,9,0,3,0,0
n,0,41,0,0.053941316,35000,6,0,0,0,2
n,0.188302425,45,0,0.087455006,7500,5,0,0,0,1
n,0,25,0,0.098117995,4728,5,0,0,0,1
n,0.714520445,57,0,0.388940956,3200,10,0,2,0,1
n,0.177767651,56,0,0.050520165,14033,8,0,0,0,1
n,0.539763113,27,0,0.111143355,3445,9,0,0,0,1
n,0.148048683,28,0,77,,3,0,0,0,0
n,0.285878301,54,0,286,,4,0,0,0,1
n,0.56037669,59,0,0.677830542,4000,13,0,1,0,0
n,0.032441422,58,0,44,,3,0,0,0,0
n,0,60,0,0.013051948,250000,10,0,2,0,2
n,0.021614553,67,0,2290,,8,0,1,0,1
n,0.064754196,49,0,0.272652048,7250,4,0,1,0,0
n,0.923076923,24,0,0.010795682,2500,1,0,0,0,0
n,0.131570951,48,0,0.099177552,6200,7,0,0,0,2
n,0.057161838,68,0,1646,,3,0,1,0,0
n,0.606224914,59,1,0.571448803,7060,9,0,1,0,1
n,0.624113137,44,0,0.407511737,5324,10,0,2,0,0
n,0.113196517,69,0,0.980862611,3500,17,0,2,0,1
n,0.254627145,71,1,0.084485919,6000,14,0,1,0,0
n,0,65,0,0.288086679,19750,12,0,2,0,0
n,0.559705469,49,0,0.319796954,6500,9,0,0,0,3
n,0.350947254,50,0,0.555887181,6700,11,0,1,0,1
n,1.154477518,62,0,0.339709204,14167,13,0,2,0,0
n,0.115463886,67,0,0.360104473,3062,15,0,1,0,0
n,0.096586207,52,0,0.062654292,32000,8,0,1,0,1
n,0.9999999,63,2,0.354076883,5800,4,2,1,1,0
n,0.038600188,47,0,0.308892148,7500,14,0,1,0,2
n,0.769711488,56,1,0.370881226,1304,6,0,0,0,2
n,0.207338386,55,0,0.583487597,2700,17,0,1,0,2
n,0,59,0,3609,,13,0,3,0,0
n,0,59,0,1226,,8,0,1,0,0
n,0.540236818,44,0,0.481304031,9600,9,0,2,0,3
n,0.185600406,58,1,4367,,9,0,2,0,0
n,0.154452417,34,0,0.010854042,3500,5,0,0,0,0
n,0.766747607,27,0,0.877613987,2916,9,0,2,0,1
n,0.720705831,70,0,0.451545572,10060,9,0,2,0,4
n,0.989832787,40,0,0.862039417,3500,7,0,2,0,1
n,0.581078829,31,0,0.141990564,4450,3,0,0,0,3
n,0.24720019,41,0,0.068379333,10470,8,0,0,0,3
n,0.345165801,63,0,0.475209418,4416,19,0,2,0,0
n,0.48006269,61,0,3693,,9,0,2,0,0
n,0.721588338,59,0,0.317933131,4934,10,0,0,0,1
n,0.419373196,51,0,0.236705702,10417,8,0,2,0,3
n,0.022244439,25,0,1102,,5,0,0,0,0
n,0.9999999,42,0,0.217236784,2250,1,0,0,0,2
n,0.006161099,93,0,6,,3,0,0,0,
n,0,36,0,0,2900,3,0,0,0,2
n,0.092447031,47,1,0.329630041,9000,21,0,2,1,0
n,0.458363474,48,0,0.524838013,8333,12,0,2,0,3
n,0.9999999,58,0,752,1,2,0,1,0,0
n,0.000355926,68,0,792,,18,0,1,0,0
n,0.434240886,41,0,0.147144644,2398,4,0,0,0,1
n,0.036359229,37,0,0.261781076,5389,6,0,0,0,1
n,0.908636688,49,0,37,,4,0,0,0,0
n,1.047301799,42,1,0.653272845,1542,6,1,0,0,1
n,0,45,0,915,,3,0,0,0,2
n,9.01E-05,51,1,0.622430472,3307,10,0,1,0,1
n,0.239191525,67,0,0.199641404,14500,12,0,1,0,0
n,0.063544287,30,0,0.223779078,7350,4,0,1,0,0
n,0.009819811,69,0,2857,,13,0,2,0,0
n,0.005521107,75,0,0.391494625,10510,23,0,3,0,0
n,0.173660539,39,0,1893,,3,0,1,0,2
n,0.035999294,40,0,0.221753139,9000,7,0,1,1,0
n,0.019141763,43,0,0.093431484,8829,5,0,0,0,1
n,0.513119284,45,0,0.290328896,5107,9,0,1,0,1
n,0.000189184,58,0,0.034564554,2950,4,0,1,0,0
n,0.792013866,34,0,0.176364727,5000,10,0,0,0,0
n,0,48,0,0.609216835,3753,5,0,1,0,0
n,0.823388012,50,0,0.35608049,8000,5,0,1,0,3
n,0.16376596,37,0,0.147853032,2258,8,0,0,0,0
n,0.02291428,32,0,0.680088864,3600,11,0,2,0,1
n,0.045715868,44,0,0.264257482,7083,8,0,1,0,3
n,0.105369043,66,0,0.212673506,8284,18,0,1,0,0
n,0.9999999,53,0,0,1924,0,0,0,0,1
n,0.002956232,57,0,0.002771855,4689,12,0,0,0,0
n,0.060477581,72,0,384,,3,0,0,0,0
n,0.056090714,71,0,0.022386224,4064,6,0,0,0,0
n,0.034215189,39,1,0.648188145,4166,10,0,1,0,1
n,0.9999999,48,1,0.177935943,4776,5,0,0,0,1
n,0,67,0,35,,2,0,0,0,0
n,0.041039715,54,1,0.184930411,6250,9,0,2,0,1
n,0.04456328,47,0,1494,,6,0,1,0,
n,0.01357288,46,0,0.22074526,9177,6,0,3,0,1
n,0.013701166,68,0,0.181568088,2180,5,0,1,0,0
n,0,39,0,0.472235041,6500,4,0,2,0,0
n,0.523447021,55,0,943,,4,0,0,0,0
n,0.001749913,47,0,0.000999001,1000,2,0,0,0,0
n,0.052145806,59,0,807,,20,0,1,0,0
n,0.022940277,46,0,612,,11,0,0,0,0
n,0.214707312,34,0,11.05197401,2000,4,0,1,0,1
n,0.231550857,41,0,1996,,10,0,3,0,0
n,0.601642157,52,0,0.968007998,4000,6,0,2,0,2
n,0.117590097,53,0,0.522412931,6000,16,0,1,0,1
n,0.17557897,25,0,0.083928812,14833,29,0,0,0,0
n,0.012808914,74,0,0.254696191,9528,8,0,2,0,0
n,1.01332889,33,0,0.084652558,6000,5,0,0,0,1
n,1.012166261,49,0,0.367779673,12308,7,0,2,0,3
n,0.412041691,25,1,0.334073745,2250,7,0,0,0,0
n,0.178122789,49,0,1172,,6,0,0,0,0
n,0.017440382,38,0,0.71898883,1700,18,0,0,0,2
n,0.9999999,48,0,0,800,2,0,0,0,2
n,0.473438374,50,0,0.317188668,12036,6,0,2,0,0
n,0.020735394,62,0,1.16877389,3400,11,0,2,0,0
n,0.227429943,76,0,0.265488372,5374,9,0,1,0,0
n,0.053230025,48,1,2249,,11,0,2,1,0
n,0.067061927,55,0,0.117481643,6400,5,0,1,0,0
n,0.138881464,44,0,0.218597675,8000,7,0,0,0,0
n,0.325979221,63,0,0.288244453,5137,5,0,1,0,0
n,0.241915975,52,1,0.131558852,18333,8,0,1,0,4
n,0.590640666,67,0,0.554328159,10500,8,0,1,0,0
n,0.000186662,47,0,0.086056972,3334,6,0,0,0,2
n,0.101636781,48,0,0.285916876,9166,7,0,2,0,0
n,0.05821486,44,0,0.159784946,9299,4,0,1,0,0
n,0.9999999,24,0,0.140893471,3200,3,0,0,0,0
n,0.035041266,68,0,40,,4,0,0,0,
n,0.004521063,72,0,9,,7,0,0,0,0
n,0.287382895,46,1,0.29430759,30039,12,1,3,0,4
n,0.574878855,68,0,0.306512647,10041,12,0,2,0,1
n,0.033577467,65,0,0.083298626,2400,17,0,0,0,0
n,0.478610339,35,0,0.631812055,5192,8,0,4,0,1
n,0.052464416,32,0,0.438771095,2310,6,0,1,0,0
n,0,44,2,0.330718351,6500,6,0,2,0,3
n,0.675237367,70,1,1.338436078,4833,13,0,2,0,0
n,0.196498802,68,0,0.346277537,12437,13,0,2,0,0
n,0.075175063,34,0,0.292933619,7004,5,0,1,0,2
n,0.970401184,39,0,0.603159498,5253,5,0,1,0,3
n,0.004720636,65,0,0.000522349,13400,7,0,0,0,0
n,0.028657838,46,0,0.177552653,3750,8,0,2,0,0
n,0.564843516,29,0,0.149155454,3492,2,0,0,0,0
n,0.698582876,60,0,1.180704824,4000,13,0,1,0,0
n,0.338451545,57,2,0.224010491,8387,9,0,1,0,1
n,0.000874891,76,0,0,,6,0,0,0,0
n,0.049895619,66,0,0.794743608,7000,12,0,3,0,2
n,0.077541139,44,0,2297,,10,0,2,0,0
n,0,29,0,0.342518074,7330,7,0,2,0,0
n,0.022536115,54,0,0.164866811,4166,8,0,0,0,1
n,0.038929812,53,0,0.490760234,4274,7,0,1,0,0
n,0.4383292,52,0,0.227920755,5400,12,0,0,0,1
n,0.59193105,71,0,0.744875854,6000,17,0,2,0,3
n,0.199385409,40,0,0.379897023,13400,12,0,4,0,2
n,0.9999999,45,0,325,,2,0,0,0,0
n,0.612984935,32,0,138,,4,0,0,0,0
n,0.300719808,30,0,443,,5,0,0,0,0
n,0.132158712,47,0,2193,,13,1,2,0,0
n,0.093490651,41,0,0.224409449,5333,7,0,2,0,3
n,0,71,4,0.168536829,9000,13,0,1,1,0
n,0.103368713,28,0,0.005721168,3320,4,0,0,0,0
n,0.059509837,74,0,0.293367347,783,11,0,0,0,0
n,0.454821807,53,1,0.439746612,6787,8,0,2,0,2
n,0.002277715,54,0,0.376871451,5810,8,0,1,0,2
n,0.51717738,63,0,0.984029484,2441,4,0,1,0,2
n,0.036079078,63,0,0.452029997,11600,36,0,11,0,0
n,0.016854239,57,0,0.189082278,8847,7,0,1,0,0
n,0.046821384,55,0,0.007612771,8800,5,0,0,0,0
n,0.087962758,44,0,5399,,23,0,5,0,0
n,0.340912776,58,0,0.257751258,8546,6,0,1,0,2
n,0.732918892,60,0,4584,,9,0,1,0,1
n,0.10238573,42,0,0.514954742,5081,9,0,2,0,3
n,0.008747266,21,0,0,0,2,0,0,0,0
n,0.216820128,32,0,0.520493169,3000,7,0,1,0,0
n,0.056673583,51,0,1258,,3,0,1,0,0
n,0.064841866,41,0,0.010887679,9000,4,0,0,0,3
n,0.016207658,64,0,0.320419895,4000,5,0,1,0,0
n,0.064293571,25,0,19,,2,0,0,0,0
n,0.109786189,50,0,3766,,11,0,2,0,0
n,0.260960198,74,0,0.967016492,2000,4,0,1,0,0
n,0.708709744,46,0,0.573242676,10000,10,0,2,0,0
n,0.9999999,26,0,0,2000,0,0,0,0,0
n,0.089324435,53,0,129,,10,0,0,0,0
n,0.04169583,72,0,12,,2,0,0,0,0
n,1.004427939,30,0,0.17556719,2864,2,0,0,0,0
n,0.966871435,38,0,0.284302421,6070,4,0,1,0,1
n,0.070926373,38,0,0.458505928,7000,17,0,1,0,3
n,0.013350991,60,0,0.195513453,15200,6,0,1,0,1
n,0.511105244,45,1,0.387582135,10500,12,0,2,0,0
n,0.306830263,45,1,0.520773162,4500,11,0,1,0,2
n,0.11590613,61,0,0.021476393,11500,9,0,0,0,0
n,0.182477162,58,0,0.044565062,7000,12,0,0,0,0
n,0.03982551,85,0,82,,9,0,0,0,0
n,0.088658223,36,0,0.226616307,4500,4,0,2,0,0
n,0.013625819,50,0,0.002249719,8000,2,0,0,0,0
n,0.075898802,23,0,0.002493766,400,1,0,0,0,0
n,0,56,1,0.089886117,7375,7,0,0,0,0
n,0.054526135,49,0,0.543936954,11800,12,0,4,0,2
n,0.434829661,30,2,0.309738052,5000,13,0,1,0,0
n,0,34,0,0.736122073,3800,5,0,1,0,0
n,0.081366135,37,0,0.590491773,11000,13,0,3,0,0
n,0.156456236,38,0,0.156668319,4033,5,0,0,0,1
n,1.840351409,41,0,0.059708738,4119,5,0,0,0,3
n,0.030339621,62,0,0.232754136,9610,14,0,2,0,0
n,0.001589684,77,0,0.000380916,10500,19,0,0,0,0
n,0.862242496,48,0,0.541230443,8500,18,0,2,0,0
n,0.28528006,68,0,0.397888169,8333,8,0,2,0,0
n,0.907933214,71,0,0.330953231,2800,12,0,0,0,0
n,0.811907551,90,0,1.66827853,3101,24,0,2,0,0
n,0.251080575,36,0,0.169839831,3308,6,0,0,0,1
n,0.922362869,40,1,0.0569552,10200,6,0,0,0,2
n,0.089887737,63,0,0.49030194,5000,21,0,2,0,1
n,0.097560976,64,0,2369,,5,0,1,0,0
n,0.069185444,74,0,0.103912648,10989,7,0,1,0,0
n,0.557390242,53,0,2925,,11,0,2,0,2
n,0.08370084,83,0,0.336681476,5176,15,0,1,0,0
n,0.19444859,48,0,2481,,8,0,2,0,0
n,0.149308449,26,0,0.209919262,2600,5,0,0,0,0
n,0.226117997,45,1,0.694093813,6416,24,0,1,0,3
n,0.118776245,37,0,0.404548711,5583,7,0,1,0,0
n,0.000447357,58,0,0.008253968,6299,4,0,0,0,0
n,0.126504247,57,0,0.333817126,6200,8,0,2,0,0
n,0.838464614,46,0,0.617476505,5000,5,0,1,0,0
n,0.666577781,84,1,0.999493927,1975,11,0,1,0,0
n,0.00226045,67,0,0.120683024,13000,9,0,1,0,1
n,0.9999999,43,0,0.359590793,5864,3,0,1,0,2
n,0.579014629,41,0,0.315595467,25500,8,0,2,0,2
n,0.012489367,35,1,0.075066276,7166,9,0,0,0,0
n,0.027559721,39,1,1574,,9,0,2,0,2
n,0.587950391,45,0,0.177411614,6250,11,0,0,0,0
n,0,54,0,0.260832302,10500,8,0,1,0,0
n,0.229865719,48,1,0.272555681,18542,15,0,1,0,2
n,0.202564717,67,1,2846,,11,0,2,0,0
n,0.006110432,95,0,0.000267451,3738,2,0,0,0,0
n,0.023067861,56,0,0.444353183,12174,16,0,1,0,0
n,0.808674254,24,1,0.126092385,800,3,0,0,0,0
n,0.0123053,75,0,4167,,12,0,2,0,0
n,0,60,0,0.168936292,10500,11,0,1,0,2
n,0.283038193,64,0,5527,,10,0,2,0,0
n,0.985890123,28,1,0.654252362,1798,4,0,2,0,0
n,0.358470289,68,0,0.383404149,4000,16,0,2,0,0
n,0.133615244,60,0,1515,,15,0,2,0,
n,0.073421501,48,0,0.355829474,14683,9,0,2,0,0
n,0.623368832,33,0,0.400275103,9450,6,0,2,0,2
n,0.040426646,88,0,0.00715103,3495,4,0,0,0,0
n,0.471787058,43,0,0.957907045,3420,9,0,2,0,1
n,0.057614242,69,0,0.345846645,3755,6,0,1,0,1
n,0.9999999,32,1,376,,2,0,0,0,0
n,0.9999999,41,0,0,,0,0,0,0,0
n,0.011866995,40,0,6570,,14,0,3,0,0
n,0.149963622,48,0,0.395230238,13333,8,0,1,0,0
n,0.096820275,47,0,4611,,10,0,5,0,0
n,0.006605383,90,0,10,,5,0,0,0,0
n,0.434262629,35,0,0.377748168,1500,2,0,0,0,0
n,0.101898102,44,0,3,,1,0,0,0,0
n,0.082422684,46,0,1.243751547,4040,6,0,4,0,0
n,0.053720179,49,1,0.320082816,4829,7,0,1,0,1
n,0.024655934,46,0,0.233159246,11296,10,0,2,0,1
n,0.686969601,60,1,1.221926025,3000,12,0,2,0,0
n,0.210843233,64,0,5598,,20,0,1,0,5
n,0.247389596,44,0,0.165041398,5434,4,0,0,0,3
n,0.768007084,49,0,3892,,7,0,3,0,0
n,0,82,0,0.213274091,3600,9,0,1,0,0
n,0.15950682,71,0,5971,,14,0,3,0,0
n,0.095034133,51,0,0.608832507,10483,22,0,2,0,1
n,0.210091004,72,0,0.36899503,7243,12,0,1,0,0
n,0.117706619,77,0,0.124366095,4140,5,0,0,0,0
n,0.061770846,72,0,0.130374957,2906,6,0,0,0,0
n,1.096188748,34,0,0.0094392,1800,2,0,0,0,3
n,0.009570973,89,0,15,,3,0,0,0,0
n,0.102684291,66,0,0.117893534,10500,10,0,1,0,0
n,0.07769741,58,0,0.271491403,2500,6,0,1,0,1
n,0.022887646,73,0,0.39544571,3600,4,0,1,0,0
n,0,40,0,2163,,7,0,1,0,2
n,0.97270273,47,0,1.142548596,4166,19,0,5,0,0
n,0.000434774,38,0,5176,,9,0,1,0,
n,0.304969188,61,0,0.668055324,6000,12,0,1,0,0
n,0.091588374,81,0,0.004761451,10500,4,0,0,0,0
n,0.00149995,56,0,0.47385418,8050,16,0,3,0,2
n,0.127620694,58,0,0.25760779,15608,22,0,2,0,1
n,0.004391179,63,0,0.007065217,1839,10,0,0,0,0
n,0.004593166,65,0,1155,,11,0,1,0,0
n,0.512184013,66,1,0.774206194,7652,11,0,1,0,1
n,0.530743518,39,0,0.168896589,31166,22,0,2,0,4
n,0.019461319,71,0,403,,9,0,1,0,0
n,0,69,0,0.35094151,6000,8,0,1,0,1
n,0.257679812,61,0,0.280099955,4401,9,0,0,0,0
n,0.013681196,50,0,0.155712841,8900,4,0,0,0,2
n,0.00598758,61,0,47,,4,0,0,0,0
n,0.079760576,71,0,0.36389603,3500,14,0,1,0,1
n,0.057168831,46,0,0.270072993,10000,14,0,2,0,1
n,0.225745654,48,0,7946,,27,0,6,0,0
n,0.055262392,45,0,0.046225185,6900,4,0,0,0,0
n,0.029373588,52,0,0.146672703,4417,8,0,0,0,0
n,0.06869976,42,1,0.354245229,8750,7,0,2,0,2
n,0.060048702,31,0,0.051355207,700,4,0,0,0,0
n,0.768228289,72,0,463,,5,0,0,0,0
n,0,31,0,0.174907501,8918,6,0,1,0,2
n,0.023675828,53,0,0.155442369,5300,14,0,1,0,1
n,0.052412897,61,0,0.188881823,26730,13,0,3,0,0
n,0.158294654,58,0,3547,,15,0,2,0,3
n,0.014724211,60,0,0.002043497,6850,5,0,0,0,1
n,0,46,0,0.086125702,22083,8,0,1,0,2
n,0.112596247,77,0,0.288638527,6301,4,0,2,0,0
n,0.09412941,59,0,2263,,3,0,1,0,
n,0.337239209,64,2,0.487681971,12501,9,0,2,1,1
n,0.371246192,46,0,0.380449634,8050,13,0,1,0,2
n,0.682048916,62,1,2894,,9,0,2,0,0
n,0,46,0,2885,,3,0,1,0,0
n,0.671909117,59,0,0.217397515,7000,6,0,0,0,0
n,0.181070473,71,0,0.129519353,4701,4,0,0,0,0
n,0.355961804,45,0,4570,,9,0,2,1,0
n,0.182027011,64,0,0.210902166,4200,19,0,0,0,0
n,0.258978893,73,0,0.298031865,2133,9,0,0,0,0
n,0.760445198,41,0,0.438568798,3800,10,0,1,0,1
n,0.543298243,52,5,0.805235767,6340,20,1,3,1,0
n,0.029177082,43,0,0.525483117,9417,10,0,2,0,2
n,0.659983582,51,1,0.164307004,10735,6,0,0,0,3
n,0.657763177,48,0,0.505274847,1800,7,0,0,0,3
n,0,81,0,0,,3,0,0,0,0
n,0.018427035,51,0,1686,,6,0,2,0,0
n,0.9999999,42,1,91,,0,0,0,0,0
n,0.518868983,66,0,0.469787771,22192,16,0,2,0,0
n,0.958225471,59,3,0.402577205,4500,11,0,2,0,0
n,0.006023116,44,0,0.119510299,5145,3,0,0,0,0
n,0.2596891,60,1,0.848437007,3166,13,0,2,0,0
n,0.823026275,51,0,0.240758376,11550,11,0,1,0,0
n,0.894792721,43,2,1.094392004,1800,8,0,1,0,0
n,0.005310434,48,0,2405,,8,0,2,0,0
n,0.18336736,30,0,0.168158446,5250,9,0,0,0,0
n,0.03966226,33,0,0.363433944,8083,9,0,1,0,1
n,0.232417697,47,0,0.330494037,13500,21,0,2,0,2
n,0.163750645,65,0,0.266873313,10000,13,0,1,0,0
n,0.090474601,47,0,0.434578905,8750,17,0,2,0,1
n,0.494946219,42,0,837,,5,0,1,0,0
n,0.00963214,74,0,0.181007885,5833,14,0,2,0,0
n,0.013962446,60,0,0.001157773,9500,3,0,0,0,0
n,0.529602403,52,0,2708,,13,0,1,0,1
n,0.855218486,74,0,0.168777496,7500,5,3,1,0,0
n,0.636375142,26,2,1.459196102,820,7,0,0,0,0
n,0.025780444,101,0,0.013797241,1666,5,0,0,0,0
n,0.289542902,61,0,0.507123219,4000,10,0,2,0,0
n,0.692242295,36,0,0.417606402,5497,9,0,2,1,2
n,0.433112824,54,0,0.619450997,9325,17,0,2,0,1
n,0,60,0,0.203310743,9000,7,0,2,0,1
n,0.312036788,51,3,0.442944632,8000,29,0,2,0,2
n,0,64,0,12801,,5,0,1,0,0
n,0.007555531,63,0,35,,20,0,0,0,1
n,0.048365875,32,0,0.043326112,6000,3,0,0,0,0
n,0.026926648,79,0,0.001833028,6000,2,0,0,0,0
n,0.766130858,58,0,0.191046658,1585,2,0,0,0,2
n,0.414563991,49,0,0.143824027,6500,5,0,0,0,2
n,0.647434914,45,0,1982,,15,0,1,0,0
n,0.203322038,51,0,0.408294248,4050,10,0,2,0,0
n,0.014829428,27,0,13,,2,0,0,0,0
n,0.034148293,36,0,0.222702184,4166,4,0,0,0,0
n,0.851044505,41,1,0.406471323,7200,12,0,1,0,0
n,0,70,0,1060,0,9,1,1,1,0
n,0.099995,60,0,1297,,5,0,1,0,0
n,0,27,0,1021,,9,0,0,0,0
n,0.053297335,63,0,0.231471066,8000,11,0,2,0,0
n,0.002372801,61,0,0.588650138,9074,14,0,2,0,0
n,0.782765592,62,1,0.632083001,3758,5,0,1,0,3
n,0.097159451,60,0,0.175956647,9041,7,0,1,0,1
n,0.848349297,45,0,0.368921861,12400,14,0,2,0,2
n,0.127659574,61,0,0.363011081,5233,13,0,2,0,0
n,0.026457984,29,0,0.084676037,5833,9,0,0,0,0
n,0.9999999,23,0,0,1564,1,0,0,0,0
n,0.409015631,61,0,0.427966614,16533,15,0,3,0,1
n,0.212552456,42,0,1265,,9,0,0,0,4
n,0.9999999,23,0,60,,0,0,0,0,0
n,0,39,0,0.362727597,2800,6,0,1,0,0
n,0.91008991,60,0,0.444770283,3068,8,0,0,0,0
n,0.13102005,39,0,0.292860865,1918,7,0,0,0,2
n,0.033178588,47,0,2778,,10,0,1,0,0
n,0.586670494,33,0,0.270369101,8750,8,0,2,0,0
n,0,73,0,0.176218127,3960,5,0,0,0,0
n,0.00048217,39,0,1679,,8,0,1,0,0
n,0,68,0,1474,,15,0,2,0,0
n,0.091356973,47,0,0.12606082,5655,4,0,0,0,2
n,0.104225259,55,0,0.236638804,15791,11,0,2,0,2
n,0.013109409,62,0,474,,8,0,0,0,0
n,0.891212751,43,0,0.526264332,11250,11,0,2,0,0
n,0.019448328,50,0,0.391738841,1500,3,0,1,0,0
n,0.041127706,36,0,0.394696805,4600,5,0,1,0,0
n,0.023628149,78,0,0.141978157,6500,14,0,1,0,0
n,0.068758957,61,0,0.280916988,11166,8,0,2,0,1
n,0.9999999,71,0,0.258726003,4583,4,0,2,0,0
n,0.558872056,29,3,0.423504999,5300,10,0,1,0,1
n,0.302998753,68,0,0.292033807,5560,11,0,0,0,0
n,0.045082438,70,0,0.095460477,14560,5,0,1,0,0
n,0.073562019,48,0,0.216685488,7083,5,0,1,0,2
n,0.323890119,56,0,0.30758044,5500,9,0,1,0,1
n,0.10864076,46,0,2637,,10,0,1,0,3
n,0.979755061,31,1,0.935680139,2300,7,0,1,0,1
n,0.017073821,50,0,2372,,28,0,2,0,0
n,1.033916017,41,2,5015,,7,0,2,0,0
n,0.013024531,39,0,1533,,13,0,1,0,0
n,0.031067476,54,0,0.244969721,5118,16,0,1,0,0
n,0.368875933,68,0,1687.5,1,31,0,1,0,0
n,0,43,0,0.11160654,7400,14,0,1,0,1
n,0.675018336,34,0,0.765110387,5525,11,0,2,0,2
n,0.621232172,39,0,0.451419432,2500,9,0,0,0,0
n,0.639249038,42,1,0.259114252,19666,10,0,1,0,3
n,0.082472265,42,0,0.27802652,11613,21,0,2,0,2
n,0,70,0,22,,11,0,0,0,0
n,0.496760421,32,3,0.213011011,7900,12,0,0,0,0
n,0.027938858,44,0,0.250103634,7236,13,0,1,0,2
n,0.033406277,81,0,0.003561888,10106,2,0,0,0,0
n,0.9999999,82,0,441,,3,0,1,0,0
n,0.064704773,36,0,0.48663325,2393,4,0,1,0,0
n,0.37672133,64,0,0.096029137,11256,4,0,1,0,2
n,0.80848294,48,0,0.163189121,15000,7,0,0,0,3
n,0.02783056,44,0,0.267994709,12850,15,0,4,0,2
n,0.033753031,51,0,0.452008586,3260,7,0,1,0,2
n,0.235528942,45,1,0.075083893,2383,3,1,0,1,0
n,0.020843571,55,0,0.209953204,11111,21,0,2,0,2
n,0.031777242,48,0,0.021328594,4500,19,0,0,0,0
n,0.177136177,60,0,1960,0,6,0,1,0,2
n,0,62,0,0,14100,1,0,0,0,0
n,0.16982173,63,0,0.041450777,3666,6,0,0,0,0
n,0.044082354,57,0,1588,,7,0,1,0,
n,0.187690521,52,0,3261,,9,0,2,0,2
n,0.9999999,25,0,291,,1,0,0,0,
n,0.000945877,36,0,0.158780904,9383,11,0,4,0,2
n,1.006528656,51,1,0.245730694,6616,7,1,0,0,4
n,0,63,0,0,10000,4,0,0,0,0
n,0.029558549,64,0,0.015993603,2500,7,0,0,0,0
n,0,53,0,0.015796841,5000,3,1,0,0,0
n,0.017699115,78,0,10,,1,0,0,0,
n,0.678348359,38,1,0.107743266,16000,12,0,0,0,2
n,0.036294504,66,0,1287,,13,0,0,0,0
n,0.544159544,50,0,0.464614154,2500,10,0,0,0,0
n,0.307667109,41,2,0.534054654,7208,6,0,2,0,3
n,0,40,1,0.780091628,2400,7,0,2,0,3
n,0.239047593,58,0,0.017548507,15100,6,0,0,0,1
n,0.847723332,61,0,0.169496905,6300,11,0,0,0,0
n,0.721196971,68,0,342,,5,1,0,0,0
n,0.032951568,77,0,1437,,7,0,1,0,0
